date,payee,expenditure_code,description,amount,committee_name,position
03/30/2020,RICHARD CLAUSSEN,CAMPAIGN CONSULTANTS,,20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
03/30/2020,ROSS COMMUNICATIONS,CAMPAIGN CONSULTANTS,,20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
03/30/2020,ZEZEN ALLIANCE,CAMPAIGN CONSULTANTS,,20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
04/27/2020,"AC PUBLIC AFFAIRS, INC.",CAMPAIGN CONSULTANTS,,20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
04/27/2020,"CALIFORNIA STRATEGIES CAMPAIGNS, LLC",CAMPAIGN CONSULTANTS,,20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
04/27/2020,ZEZEN ALLIANCE,CAMPAIGN CONSULTANTS,,20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
05/21/2020,"AC PUBLIC AFFAIRS, INC.",CAMPAIGN CONSULTANTS,,20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
05/21/2020,"CALIFORNIA STRATEGIES CAMPAIGNS, LLC",CAMPAIGN CONSULTANTS,,20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
05/21/2020,ZEZEN ALLIANCE,CAMPAIGN CONSULTANTS,,20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,"AC PUBLIC AFFAIRS, INC.",CAMPAIGN CONSULTANTS,,20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,"CALIFORNIA STRATEGIES CAMPAIGNS, LLC",CAMPAIGN CONSULTANTS,,20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,"CALIFORNIA STRATEGIES CAMPAIGNS, LLC",CAMPAIGN CONSULTANTS,,20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,"MERIDIAN PACIFIC, INC.",CAMPAIGN CONSULTANTS,,20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,"MERIDIAN PACIFIC, INC.",CAMPAIGN CONSULTANTS,,20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,"MERIDIAN PACIFIC, INC.",CAMPAIGN CONSULTANTS,,20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,RICHARD CLAUSSEN,CAMPAIGN CONSULTANTS,,20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,RICHARD CLAUSSEN,CAMPAIGN CONSULTANTS,,20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,RICHARD CLAUSSEN,CAMPAIGN CONSULTANTS,,20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,ROSS COMMUNICATIONS,CAMPAIGN CONSULTANTS,,20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,ROSS COMMUNICATIONS,CAMPAIGN CONSULTANTS,,20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,ROSS COMMUNICATIONS,CAMPAIGN CONSULTANTS,,20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,ZEZEN ALLIANCE,CAMPAIGN CONSULTANTS,,20000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,APPLIED PARADIGMS,T.V. OR CABLE AIRTIME AND PRODUCTION COSTS,,17109,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
03/30/2020,"CAPITOL LAW AND POLICY, INC.",CAMPAIGN CONSULTANTS,,15000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
04/27/2020,"CAPITOL LAW AND POLICY, INC.",CAMPAIGN CONSULTANTS,,15000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
05/21/2020,"CAPITOL LAW AND POLICY, INC.",CAMPAIGN CONSULTANTS,,15000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
05/21/2020,"CAPITOL LAW AND POLICY, INC.",CAMPAIGN CONSULTANTS,,15000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,"CAPITOL LAW AND POLICY, INC.",CAMPAIGN CONSULTANTS,,15000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
05/21/2020,"BELL, MCANDREWS & HILTACHK, LLP","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,14357,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,CALIFORNIA BUSINESS ROUNDTABLE,CAMPAIGN LITERATURE AND MAILINGS,,12000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,"BELL, MCANDREWS & HILTACHK, LLP","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,10519,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
07/21/2019,"MERIDIAN PACIFIC, INC.",CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
08/14/2019,"MERIDIAN PACIFIC, INC.",CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
09/23/2019,"MERIDIAN PACIFIC, INC.",CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
10/15/2019,"MERIDIAN PACIFIC, INC.",CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
12/02/2019,"MERIDIAN PACIFIC, INC.",CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
12/16/2019,"MERIDIAN PACIFIC, INC.",CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
02/25/2020,ACTIUM LLP,CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
02/25/2020,"CAPITOL LAW AND POLICY, INC.",CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
02/25/2020,"CAPITOL LAW AND POLICY, INC.",CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
02/25/2020,GRASSROOTS LAB,CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
02/25/2020,IMPRENTA COMMUNICATIONS GROUP,CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
02/25/2020,"KABATECK STRATEGIES, INC.",CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
02/25/2020,KELLY CRANE LAW LLP,CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
02/25/2020,"PRIME STRATEGIES OF CALIFORNIA, LLC",CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
03/30/2020,ACTIUM LLP,CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
03/30/2020,GRASSROOTS LAB,CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
03/30/2020,IMPRENTA COMMUNICATIONS GROUP,CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
03/30/2020,"KABATECK STRATEGIES, INC.",CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
03/30/2020,KELLY CRANE LAW LLP,CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
03/30/2020,"PRIME STRATEGIES OF CALIFORNIA, LLC",CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
04/27/2020,ACTIUM LLP,CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
04/27/2020,GRASSROOTS LAB,CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
04/27/2020,IMPRENTA COMMUNICATIONS GROUP,CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
04/27/2020,"KABATECK STRATEGIES, INC.",CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
04/27/2020,KELLY CRANE LAW LLP,CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
04/27/2020,"PRIME STRATEGIES OF CALIFORNIA, LLC",CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
05/21/2020,ACTIUM LLP,CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
05/21/2020,GRASSROOTS LAB,CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
05/21/2020,GRASSROOTS LAB,CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
05/21/2020,IMPRENTA COMMUNICATIONS GROUP,CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
05/21/2020,"KABATECK STRATEGIES, INC.",CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
05/21/2020,KELLY CRANE LAW LLP,CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
05/21/2020,"PRIME STRATEGIES OF CALIFORNIA, LLC",CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,ACTIUM LLP,CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,GRASSROOTS LAB,CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,IMPRENTA COMMUNICATIONS GROUP,CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,"KABATECK STRATEGIES, INC.",CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,KELLY CRANE LAW LLP,CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
06/22/2020,"PRIME STRATEGIES OF CALIFORNIA, LLC",CAMPAIGN CONSULTANTS,,10000,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
07/21/2019,"RUSSO MCGARTY & ASSOCIATES, INC.","STAFF/SPOUSE TRAVEL, LODGING AND MEALS",,9621,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
04/27/2020,APPLIED PARADIGMS,T.V. OR CABLE AIRTIME AND PRODUCTION COSTS,,9501,"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES",oppose
