date,payee,expenditure_code,description,amount,committee_name,position
08/15/2019,"BELL, MCANDREWS, & HILTACHK, LLP","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,1244,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/09/2019,"STEWARDSHIP MARKETING SERVICES, INC.",CAMPAIGN CONSULTANTS,,1242,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
11/04/2019,"DATA REPLY, INC.","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,1209,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/31/2019,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,1109,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/09/2019,"STEWARDSHIP MARKETING SERVICES, INC.","INFORMATION TECHNOLOGY COSTS (INTERNET, E-MAIL)",,1013,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
04/07/2020,"BELL, MCANDREWS, & HILTACHK, LLP","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,989,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/17/2019,"DATA REPLY, INC.","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,964,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
05/08/2020,"BELL, MCANDREWS, & HILTACHK, LLP","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,918,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/31/2019,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,915,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
03/03/2020,"DATA REPLY, INC.","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,858,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
04/02/2020,"DATA REPLY, INC.","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,826,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
12/05/2019,"DATA REPLY, INC.","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,824,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
04/02/2019,"DATA REPLY, INC.","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,770,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
02/14/2019,"BELL, MCANDREWS, & HILTACHK, LLP","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,747,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
06/12/2020,"BELL, MCANDREWS, & HILTACHK, LLP","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,698,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/04/2019,"STEWARDSHIP MARKETING SERVICES, INC.",CAMPAIGN CONSULTANTS,,653,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
01/14/2019,"BELL, MCANDREWS, & HILTACHK, LLP","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,628,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
09/10/2019,"STEWARDSHIP MARKETING SERVICES, INC.","INFORMATION TECHNOLOGY COSTS (INTERNET, E-MAIL)",,610,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/04/2019,"STEWARDSHIP MARKETING SERVICES, INC.",CAMPAIGN CONSULTANTS,,590,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
01/08/2019,"DATA REPLY, INC.","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,543,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
07/12/2019,"BELL, MCANDREWS, & HILTACHK, LLP","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,500,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
05/20/2019,"BELL, MCANDREWS, & HILTACHK, LLP","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,417,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
06/30/2020,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,393,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
02/29/2020,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,385,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
04/10/2019,"BELL, MCANDREWS, & HILTACHK, LLP","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,336,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
03/03/2020,"DATA REPLY, INC.","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,285,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
02/04/2020,"DATA REPLY, INC.","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,278,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
12/06/2019,"STEWARDSHIP MARKETING SERVICES, INC.",CAMPAIGN CONSULTANTS,,272,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
01/31/2020,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,267,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
06/12/2019,"BELL, MCANDREWS, & HILTACHK, LLP","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,234,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
01/03/2020,"DATA REPLY, INC.","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,212,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
12/05/2019,"DATA REPLY, INC.","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,193,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
04/02/2020,"DATA REPLY, INC.","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,180,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
12/31/2019,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,179,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/01/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,178,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
06/03/2020,"DATA REPLY, INC.","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,174,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
05/04/2020,"DATA REPLY, INC.","PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)",,170,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/04/2019,"STEWARDSHIP MARKETING SERVICES, INC.",CAMPAIGN CONSULTANTS,,155,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
01/10/2020,"STEWARDSHIP MARKETING SERVICES, INC.",CAMPAIGN CONSULTANTS,,150,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
09/18/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,144,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/31/2019,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,131,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
11/30/2019,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,128,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
03/06/2020,"STEWARDSHIP MARKETING SERVICES, INC.",CAMPAIGN CONSULTANTS,,111,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
11/30/2019,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,109,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
03/31/2020,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,104,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/09/2019,"STEWARDSHIP MARKETING SERVICES, INC.","INFORMATION TECHNOLOGY COSTS (INTERNET, E-MAIL)",,100,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
11/20/2019,"STEWARDSHIP MARKETING SERVICES, INC.","INFORMATION TECHNOLOGY COSTS (INTERNET, E-MAIL)",,100,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
12/18/2019,HOWARD JARVIS TAXPAYERS ASSOCIATION,"INFORMATION TECHNOLOGY COSTS (INTERNET, E-MAIL)",,100,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
06/01/2020,"STEWARDSHIP MARKETING SERVICES, INC.","INFORMATION TECHNOLOGY COSTS (INTERNET, E-MAIL)",,100,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
06/04/2020,HOWARD JARVIS TAXPAYERS ASSOCIATION,"INFORMATION TECHNOLOGY COSTS (INTERNET, E-MAIL)",,100,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
04/14/2020,"STEWARDSHIP MARKETING SERVICES, INC.",CAMPAIGN CONSULTANTS,,98,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
09/30/2019,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,78,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/04/2019,RESPONSE ENVELOPE,CAMPAIGN LITERATURE AND MAILINGS,,75,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
04/14/2020,RESPONSE ENVELOPE,CAMPAIGN LITERATURE AND MAILINGS,,75,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/09/2019,RESPONSE ENVELOPE,CAMPAIGN LITERATURE AND MAILINGS,,75,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/10/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,74,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
03/31/2020,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,73,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
04/08/2019,"STEWARDSHIP MARKETING SERVICES, INC.",CAMPAIGN CONSULTANTS,,71,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
12/31/2019,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,68,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
02/29/2020,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,66,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/07/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,61,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/17/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,56,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
01/14/2019,"STEWARDSHIP MARKETING SERVICES, INC.",CAMPAIGN CONSULTANTS,,54,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
06/30/2020,AUTHORIZE.NET,OFFICE EXPENSES,,54,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
01/31/2020,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,52,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/31/2019,AUTHORIZE.NET,OFFICE EXPENSES,,52,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
04/30/2020,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,51,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
05/31/2020,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,50,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/11/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,47,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/31/2019,AUTHORIZE.NET,OFFICE EXPENSES,,38,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
02/07/2020,"STEWARDSHIP MARKETING SERVICES, INC.",CAMPAIGN CONSULTANTS,,28,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/16/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,26,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
04/30/2020,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,25,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
05/31/2020,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,25,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
10/02/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,24,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/31/2019,AUTHORIZE.NET,OFFICE EXPENSES,,24,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
06/30/2020,AUTHORIZE.NET,OFFICE EXPENSES,,24,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/31/2019,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,23,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
09/30/2019,PACE PAYMENT SYSTEMS,OFFICE EXPENSES,,23,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
08/06/2019,"EFUNDRAISING CONNECTIONS, LLC",OFFICE EXPENSES,,21,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
01/31/2020,AUTHORIZE.NET,OFFICE EXPENSES,,21,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
02/29/2020,AUTHORIZE.NET,OFFICE EXPENSES,,21,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
11/30/2019,AUTHORIZE.NET,OFFICE EXPENSES,,19,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",oppose
