name_of_contributor,payment_type,city,state,zip,id_number,employer,occupation,amount,transaction_date,filed_date,transaction_number,committee_name,position
"DOORDASH, INC.",LOAN,SAN FRANCISCO,CA,94103,,,,0,10/28/2019,7/31/2020,2487622 - PAY3,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"MAPLEBEAR INC., DBA INSTACART",LOAN,SAN FRANCISCO,CA,94105,,,,0,10/28/2019,7/31/2020,2487622 - PAY5,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"LYFT, INC",NON-MONETARY,SAN FRANCISCO,CA,94107,,,,300,1/14/2020,4/30/2020,2471336 - NON144,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,600,1/14/2020,4/30/2020,2471336 - NON145,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"DOORDASH, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,1638,1/14/2020,4/30/2020,2471336 - NON146,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,12400,1/2/2020,4/30/2020,2471336 - NON166,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"LYFT, INC",NON-MONETARY,SAN FRANCISCO,CA,94107,,,,10072,1/31/2020,4/30/2020,2471336 - NON170,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,4500,2/1/2020,4/30/2020,2471336 - NON184,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,25000,1/31/2020,4/30/2020,2471336 - NON185,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,97,1/31/2020,4/30/2020,2471336 - NON186,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"LYFT, INC",NON-MONETARY,SAN FRANCISCO,CA,94107,,,,45204,1/31/2020,4/30/2020,2471336 - NON200,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"LYFT, INC",NON-MONETARY,SAN FRANCISCO,CA,94107,,,,13757,2/1/2020,4/30/2020,2471336 - NON201,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"LYFT, INC",NON-MONETARY,SAN FRANCISCO,CA,94107,,,,11070,2/25/2020,4/30/2020,2471336 - NON323,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"LYFT, INC",NON-MONETARY,SAN FRANCISCO,CA,94107,,,,48674,3/1/2020,4/30/2020,2471336 - NON326,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,25000,2/29/2020,4/30/2020,2471336 - NON327,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"LYFT, INC",NON-MONETARY,SAN FRANCISCO,CA,94107,,,,45122,2/28/2020,4/30/2020,2471336 - NON332,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,4780,3/1/2020,4/30/2020,2471336 - NON335,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,21960,3/17/2020,4/30/2020,2471336 - NON369,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",LOAN,SAN FRANCISCO,CA,94103,,,,0,10/30/2019,4/30/2020,2471336 - PAY19,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"LYFT, INC",LOAN,SAN FRANCISCO,CA,94107,,,,0,10/30/2019,4/30/2020,2471336 - PAY21,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
POSTMATES INC.,LOAN,SAN FRANCISCO,CA,94103,,,,0,10/29/2019,4/30/2020,2471336 - PAY23,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"DOORDASH, INC.",LOAN,SAN FRANCISCO,CA,94103,,,,0,10/28/2019,4/30/2020,2471336 - PAY3,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"MAPLEBEAR INC., DBA INSTACART",LOAN,SAN FRANCISCO,CA,94105,,,,0,10/28/2019,4/30/2020,2471336 - PAY5,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"DOORDASH, INC.",MONETARY,SAN FRANCISCO,CA,94103,,,,10000000,9/4/2020,9/24/2020,2505778 - INC933,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"LYFT, INC",MONETARY,SAN FRANCISCO,CA,94107,,,,17500000,9/4/2020,9/24/2020,2505778 - INC934,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",MONETARY,SAN FRANCISCO,CA,94103,,,,17500000,9/4/2020,9/24/2020,2505778 - INC935,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"MAPLEBEAR INC., DBA INSTACART",MONETARY,SAN FRANCISCO,CA,94105,,,,17500000,9/4/2020,9/24/2020,2505778 - INC936,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"DOORDASH, INC.",MONETARY,SAN FRANCISCO,CA,94103,,,,7500000,9/4/2020,9/24/2020,2505778 - INC937,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,693000,9/17/2020,9/24/2020,2505778 - NON1015,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
POSTMATES INC.,NON-MONETARY,SAN FRANCISCO,CA,94103,,,,2925,9/18/2020,9/24/2020,2505778 - NON1016,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"LYFT, INC",NON-MONETARY,SAN FRANCISCO,CA,94107,,,,33072,7/1/2020,9/24/2020,2505778 - NON695,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,35000,7/1/2020,9/24/2020,2505778 - NON705,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"LYFT, INC",NON-MONETARY,SAN FRANCISCO,CA,94107,,,,120434,8/1/2020,9/24/2020,2505778 - NON832,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"MAPLEBEAR INC., DBA INSTACART",NON-MONETARY,SAN FRANCISCO,CA,94105,,,,4165,8/1/2020,9/24/2020,2505778 - NON833,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"DOORDASH, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,3221,8/1/2020,9/24/2020,2505778 - NON834,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,100000,8/1/2020,9/24/2020,2505778 - NON835,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"MAPLEBEAR INC., DBA INSTACART",NON-MONETARY,SAN FRANCISCO,CA,94105,,,,2082,7/1/2020,9/24/2020,2505778 - NON836,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"LYFT, INC",NON-MONETARY,SAN FRANCISCO,CA,94107,,,,948,8/11/2020,9/24/2020,2505778 - NON840,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"LYFT, INC",NON-MONETARY,SAN FRANCISCO,CA,94107,,,,83687,8/13/2020,9/24/2020,2505778 - NON853,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"LYFT, INC",NON-MONETARY,SAN FRANCISCO,CA,94107,,,,56249,8/13/2020,9/24/2020,2505778 - NON854,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"DOORDASH, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,17773,8/13/2020,9/24/2020,2505778 - NON855,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,9211,8/11/2020,9/24/2020,2505778 - NON857,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"DOORDASH, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,4346,8/19/2020,9/24/2020,2505778 - NON858,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"DOORDASH, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,112555,8/19/2020,9/24/2020,2505778 - NON859,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"MAPLEBEAR INC., DBA INSTACART",NON-MONETARY,SAN FRANCISCO,CA,94105,,,,7475,8/26/2020,9/24/2020,2505778 - NON869,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
POSTMATES INC.,NON-MONETARY,SAN FRANCISCO,CA,94103,,,,8755,9/1/2020,9/24/2020,2505778 - NON906,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,110000,9/1/2020,9/24/2020,2505778 - NON907,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"DOORDASH, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,20000,9/1/2020,9/24/2020,2505778 - NON908,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"MAPLEBEAR INC., DBA INSTACART",NON-MONETARY,SAN FRANCISCO,CA,94105,,,,10000,9/1/2020,9/24/2020,2505778 - NON909,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"LYFT, INC",NON-MONETARY,SAN FRANCISCO,CA,94107,,,,70000,9/1/2020,9/24/2020,2505778 - NON910,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
POSTMATES INC.,NON-MONETARY,SAN FRANCISCO,CA,94103,,,,5571,8/31/2020,9/24/2020,2505778 - NON938,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,849750,9/10/2020,9/24/2020,2505778 - NON951,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,560524,9/12/2020,9/24/2020,2505778 - NON991,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"DOORDASH, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,2547,9/14/2020,9/24/2020,2505778 - NON992,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"DOORDASH, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,6811,9/15/2020,9/24/2020,2505778 - NON993,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
POSTMATES INC.,NON-MONETARY,SAN FRANCISCO,CA,94103,,,,621000,9/17/2020,9/24/2020,2505778 - NON994,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"MAPLEBEAR INC., DBA INSTACART",NON-MONETARY,SAN FRANCISCO,CA,94105,,,,62457,9/16/2020,9/24/2020,2505778 - NON995,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",LOAN,SAN FRANCISCO,CA,94103,,,,0,10/30/2019,9/24/2020,2505778 - PAY19,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"LYFT, INC",LOAN,SAN FRANCISCO,CA,94107,,,,0,10/30/2019,9/24/2020,2505778 - PAY21,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
POSTMATES INC.,LOAN,SAN FRANCISCO,CA,94103,,,,0,10/29/2019,9/24/2020,2505778 - PAY23,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"DOORDASH, INC.",LOAN,SAN FRANCISCO,CA,94103,,,,0,10/28/2019,9/24/2020,2505778 - PAY3,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"MAPLEBEAR INC., DBA INSTACART",LOAN,SAN FRANCISCO,CA,94105,,,,0,10/28/2019,9/24/2020,2505778 - PAY5,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"LYFT, INC",NON-MONETARY,SAN FRANCISCO,CA,94107,,,,191320,11/19/2019,2/20/2020,2442931 - NON142,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,42865,12/31/2019,2/20/2020,2442931 - NON167,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,750,11/7/2019,2/20/2020,2442931 - NON168,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,450,12/19/2019,2/20/2020,2442931 - NON169,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,28523,10/31/2019,2/20/2020,2442931 - NON171,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,28842,11/30/2019,2/20/2020,2442931 - NON172,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
"UBER TECHNOLOGIES, INC.",NON-MONETARY,SAN FRANCISCO,CA,94103,,,,25000,12/31/2019,2/20/2020,2442931 - NON174,"YES ON 22 - SAVE APP-BASED JOBS AND SERVICES: A COALITION OF ON-DEMAND DRIVERS AND PLATFORMS, SMALL BUSINESSES, PUBLIC SAFETY AND COMMUNITY ORGANIZATIONS",support
